Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,is_first_party
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.03,Unknown,False
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,0.02,0.0,0.0,0.0,0.03,Unknown,False
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,Digital Illusions,False
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03,Unknown,False
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03,Unknown,False
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0.0,0.0,0.03,0.0,0.03,Unknown,False
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,49Games,False
Magicka Collection,PC,2011,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03,Paradox Interactive,False
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03,Unknown,False
R-Type Delta,PS,1998,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0,0.03,Unknown,False
Petz: Catz Playground,DS,2010,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,Ubisoft,False
Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,Unknown,False
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,Unknown,False
Secrets of the Titanic,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03,Unknown,False
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,Wizarbox,False
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,7 Studios,False
Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Unknown,False
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,Unknown,False
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0.0,0.0,0.03,0.0,0.03,Unknown,False
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03,Unknown,False
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,0.03,Data Design Interactive,False
War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.03,Unknown,False
Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.03,Brain Toys,False
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0.0,0.02,0.0,0.01,0.03,Arc System Works,False
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03,"Neon Studios, Kaiko",False
Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Unknown,False
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,0.02,0.0,0.0,0.0,0.03,Gearbox Software,False
 Beyblade Burst,3DS,2016,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03,Unknown,False
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,Gas Powered Games,False
Doki Oki,PS,1995,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03,Unknown,False
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03,Unknown,False
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,Eidos Interactive,False
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,Unknown,False
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,0.0,0.0,0.03,0.0,0.03,Unknown,False
Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,Unknown,True
I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03,Unknown,False
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02,Unknown,False
Let's Dance with Mel B,PS3,2011,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.02,Unknown,False
Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,Unknown,False
MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia,0.0,0.0,0.02,0.0,0.02,Unknown,False
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,BioWare,False
DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,PuzzleKings,False
GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,Codemasters,False
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,Unknown,False
Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.,0.0,0.0,0.02,0.0,0.02,Unknown,False
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,Unknown,False
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,0.02,0.01,0.0,0.0,0.02,Unknown,False
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
Tube Slider,GC,-1,Racing,Unknown,0.02,0.0,0.0,0.0,0.02,Nd Cube,False
America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02,Unknown,False
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli,0.0,0.0,0.02,0.0,0.02,Unknown,False
Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,Deep Silver,False
My Animal Centre,Wii,2009,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.02,Unknown,False
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts,0.0,0.0,0.02,0.0,0.02,Unknown,False
Petz: Dolphinz Encounter,DS,2009,Simulation,Ubisoft,0.01,0.01,0.0,0.0,0.02,Ubisoft,False
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.02,Pandemic Studios,False
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,"Torus Games, Little Orbit",False
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.02,Gameness Art Software,False
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0.0,0.0,0.0,0.02,Dracue,False
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,-1,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,Unknown,False
Serious Sam Advance,GBA,2004,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02,Climax Group,False
Pop'n Music 12 Iroha,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Foto Showdown,DS,2010,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,Alpha Unit,False
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02,Monkey Bar Games,False
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.02,Unknown,False
Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.02,Lightning Fish Games,False
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,Takara,False
Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,Unknown,False
No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Unknown,False
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,Wizarbox,False
Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.02,Mindware Studios,False
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0.0,0.0,0.02,Capcom,False
Reco Love: Blue Ocean,PSV,2016,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02,Unknown,False
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,Konami,False
Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02,Terminal Reality,False
Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Unknown,False
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,Square Enix,False
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,Compile Heart,False
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,0.02,0.01,0.0,0.0,0.02,Klein Computer Entertainment,False
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment,0.02,0.01,0.0,0.0,0.02,Artificial Mind and Movement,False
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Unknown,False
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0.0,0.01,0.0,0.02,Square Enix,False
Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0.0,0.0,0.02,Artificial Mind and Movement,False
Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,Unknown,False
Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.02,"Atari, Atari SA",False
Vantage Master Portable,PSP,2008,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,Unknown,False
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,"Climax Group, Climax Studios",False
Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Moto Racer DS,DS,2008,Racing,Nobilis,0.0,0.02,0.0,0.0,0.02,Artefacts Studio,False
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,Obsidian Entertainment,False
O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,Unknown,False
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown,False
PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0.0,0.02,0.0,0.0,0.02,Unknown,False
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02,Petroglyph,False
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.02,Blue Tongue Entertainment,False
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02,EA Mythic,False
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,Krome Studios,False
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.02,Deadline Games,False
Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,Unknown,False
AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0.0,0.0,0.02,"Atomic Planet Entertainment, Mud Duck Productions",False
Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0.0,0.0,0.02,0.0,0.02,Artdink,False
Worms,PS3,2009,Strategy,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02,Team 17,True
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0.0,0.0,0.02,Capcom,False
Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.01,0.0,0.0,0.02,Spellbound,False
Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0,0.02,Unknown,False
Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,0.01,0.01,0.0,0.0,0.02,Unknown,False
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02,Blue Byte,False
Payout Poker & Casino,PSP,-1,Misc,Unknown,0.02,0.0,0.0,0.0,0.02,Unknown,False
Sheep,PS,2000,Strategy,Empire Interactive,0.01,0.01,0.0,0.0,0.02,Minds-Eye Productions,False
Wii de Asobu: Metroid Prime,Wii,-1,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02,Unknown,True
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,MileStone Inc.,False
Wangan Midnight Portable,PSP,2007,Racing,Genki,0.0,0.0,0.02,0.0,0.02,Unknown,False
Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.02,Unknown,False
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,Big Ant Studios,False
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Tropico Reloaded,PC,2009,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,Kalypso,False
Canvas 2,PS2,2006,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Unknown,False
Pony Luv,DS,2008,Simulation,GSP,0.02,0.0,0.0,0.0,0.02,Glyphic Entertainment,False
Memories Off: Sorekara Again,PS2,2006,Adventure,KID,0.0,0.0,0.02,0.0,0.02,Unknown,False
11eyes: CrossOver,X360,2009,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
ParaWorld,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,SEK Ost,False
Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02,UFO Interactive,False
Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,Unknown,False
Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,Unknown,False
AirForce Delta Storm,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,Konami,False
Winning Post 8 2015,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,Unknown,True
Xenosaga I·II,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,Hudson Soft,0.0,0.0,0.02,0.0,0.02,Unknown,False
La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
Kuusen II,PS2,2004,Simulation,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Unknown,False
Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,Unknown,False
Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,Autumn Moon,False
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,Unknown,False
Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,0.02,0.0,0.0,0.0,0.02,Zed Two Limited,False
Are You Alice?,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02,Unknown,False
Dance Dance Revolution: Hottest Party 5,Wii,2011,Misc,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,Unknown,False
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,Neverland,False
Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,Unknown,False
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,Unknown,False
Backyard NFL Football,DS,2007,Sports,Atari,0.02,0.0,0.0,0.0,0.02,Unknown,False
Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,The Tangentlemen,True
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,Crave,False
Gift: Prism,PS2,2006,Adventure,Sweets,0.0,0.0,0.02,0.0,0.02,Unknown,False
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,Big Ant Studios,False
Legacy of Ys: Books I & II,DS,-1,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,Unknown,False
Shanghai: True Valor,PS,1998,Puzzle,Activision,0.01,0.01,0.0,0.0,0.02,Unknown,False
Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0.0,0.02,0.0,0.0,0.02,Unknown,False
Pharaoh,PC,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,Impressions Games,False
Major Dream: Major DS Dream Baseball,DS,2008,Sports,Takara Tomy,0.0,0.0,0.02,0.0,0.02,Unknown,False
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02,PopCap,False
Thunderbirds,GBA,2004,Shooter,Vivendi Games,0.02,0.01,0.0,0.0,0.02,Saffire,False
TV Total Events,Wii,2011,Misc,7G//AMES,0.0,0.02,0.0,0.0,0.02,Unknown,False
Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown,False
Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0.0,0.0,0.02,Acquire,False
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown,False
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,Dreamcatcher,False
Lunatic Dawn Tempest,PS2,2001,Role-Playing,ArtDink,0.0,0.0,0.02,0.0,0.02,Unknown,False
Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Unknown,False
Total Immersion Racing,XB,2002,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.02,Razorworks Studios,False
Luxor: The Wrath of Set,PSP,2006,Puzzle,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,MumboJumbo,False
Board Game: Top Shop,PS,1999,Misc,Success,0.01,0.01,0.0,0.0,0.02,Unknown,False
Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.02,Zoo Games,False
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Demigod,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,Gas Powered Games,False
Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02,Neko Entertainment,False
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02,Wicked Witch Software,False
Toukiden 2,PS3,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,Paradox Development Studio,False
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Unknown,False
Dunamis 15,PS3,2011,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,Unknown,False
Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02,Unknown,False
Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,Big Blue Bubble Inc.,False
Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0.0,0.02,0.0,0.0,0.02,Unknown,False
Blender Bros.,GBA,2002,Platform,Unknown,0.02,0.01,0.0,0.0,0.02,AI,False
Treasure Chase,DS,2011,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,Unknown,False
Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02,FireFly Studios,False
Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02,Unknown,False
DemiKids: Light Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,Multimedia Intelligence Transfer,False
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown,False
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,Monte Cristo Multimedia,False
Farm Frenzy 3,DS,2011,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02,Unknown,False
Bottom of the 9th '97,PS,1997,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,Unknown,False
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02,Unknown,False
Rapala for Kinect,X360,2011,Sports,Activision,0.0,0.02,0.0,0.0,0.02,Activision,False
Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02,InXile Entertainment,False
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown,False
HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02,Unknown,False
QUIZ PARTY,Wii,2012,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02,Unknown,True
SimCity Societies,PC,2007,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,Tilted Mill,False
Winx Club: Rockstars,DS,2010,Adventure,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,Rainbow S.p.A.,False
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision,0.02,0.0,0.0,0.0,0.02,Left Field Productions,False
Star Trek Online,PC,2010,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,Cryptic Studios,False
Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02,Unknown,False
RayCrisis: Series Termination,PS,1999,Shooter,JVC,0.01,0.01,0.0,0.0,0.02,Taito Corporation,False
Bomberman Story DS,DS,2007,Role-Playing,Rising Star Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
